nombre,enlace,link_imagen,precio,valor_nutricional,oferta,precio_por_peso
Yogur desnatado líquido de fresa L-Casei Dia pack 6 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/301948,https://www.dia.es/product_images/301948/301948_ISO_0_ES.jpg?imwidth=392,"1,35 €",Grasas 0.1g de las cuales saturadas 0.1g Hidratos de Carbono 4.1g de los cuales azúcares 4g Proteínas 2.9g Sal 0.12g,No disponible,"(2,25 €/KILO)"
Bífidus cremoso sabor fresa Activia pack 4 x 115 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/300787,https://www.dia.es/product_images/300787/300787_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 3g de las cuales saturadas 1.8g Hidratos de Carbono 12.9g de los cuales azúcares 12.5g Proteínas 3.7g Sal 0.1g Calcio 153mg,No disponible,"(4,35 €/KILO)"
Bífidus natural desnatado Activia pack 8 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/300743,https://www.dia.es/product_images/300743/300743_ISO_0_ES.jpg?imwidth=392,"3,59 €",Grasas 0.4g de las cuales saturadas 0.2g Hidratos de Carbono 5g de los cuales azúcares 5g Proteínas 4g Sal 0.15g Calcio 120mg Cloro 100mg,No disponible,"(3,74 €/KILO)"
Yogur desnatado líquido de fresa Actimel pack 6 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/28919,https://www.dia.es/product_images/28919/28919_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 0.4g de las cuales saturadas 0.2g Hidratos de Carbono 4.1g de los cuales azúcares 3.9g Proteínas 2.7g Ácido Fólico 30µg Sal 0.1g Hierro 2.1mg Zinc 1.5mg,No disponible,"(6,65 €/KILO)"
Yogur líquido natural Actimel pack 6 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/28356,https://www.dia.es/product_images/28356/28356_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 1.6g de las cuales saturadas 1.1g Hidratos de Carbono 10.8g de los cuales azúcares 10.8g Proteínas 3g Ácido Fólico 30µg Sal 0.1g Calcio 120mg Hierro 2.1mg Zinc 1.5mg,No disponible,"(6,65 €/KILO)"
Cremoso con manzanas asadas Bífidus Dia pack 4 x 125 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/262825,https://www.dia.es/product_images/262825/262825_ISO_0_ES.jpg?imwidth=392,"1,29 €",Grasas 2g de las cuales saturadas 1.3g Hidratos de Carbono 13g de los cuales azúcares 13g Proteínas 4.4g Sal 0.15g,No disponible,"(2,58 €/KILO)"
Bífidus desnatado con semillas chía y almendras Activia pack 4 x 115 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/260013,https://www.dia.es/product_images/260013/260013_ISO_0_ES.jpg?imwidth=392,"2,79 €",Grasas 0.8g de las cuales saturadas 0.1g Hidratos de Carbono 6g de los cuales azúcares 4.8g Fibra alimentaria 0.8g Proteínas 4.7g Sal 0.1g Calcio 170mg,No disponible,"(6,07 €/KILO)"
Cremoso desnatado con pera Bífidus Dia pack 4 x 125 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/23674,https://www.dia.es/product_images/23674/23674_ISO_0_ES.jpg?imwidth=392,"1,29 €",Grasas 0g de las cuales saturadas 0g Hidratos de Carbono 6.9g de los cuales azúcares 6.3g Proteínas 4.7g Sal 0.17g,No disponible,"(2,58 €/KILO)"
Bífidus desnatado con lima y limón Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/232506,https://www.dia.es/product_images/232506/232506_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6g de los cuales azúcares 5.7g Proteínas 4.6g Sal 0.2g Calcio 177mg,No disponible,"(5,19 €/KILO)"
Bífidus con avena y nueces Activia pack 4 x 115 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/221417,https://www.dia.es/product_images/221417/221417_ISO_0_ES.jpg?imwidth=392,"2,79 €",Grasas 3.1g de las cuales saturadas 1.7g Hidratos de Carbono 12.9g de los cuales azúcares 11.5g Fibra alimentaria 1.5g Proteínas 4.2g Sal 0.14g Calcio 138mg,No disponible,"(6,07 €/KILO)"
Yogur líquido de fresa Actimel pack 6 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/22022,https://www.dia.es/product_images/22022/22022_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 1.5g de las cuales saturadas 1g Hidratos de Carbono 12g de los cuales azúcares 11.9g Proteínas 2.9g Ácido Fólico 30µg Sal 0.1g Calcio 120mg Hierro 2.1mg Zinc 1.5mg,No disponible,"(6,65 €/KILO)"
Bífidus desnatado sabor vainilla Activia vaso 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/218459,https://www.dia.es/product_images/218459/218459_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6g de los cuales azúcares 5.8g Proteínas 4.7g Sal 0.15g Calcio 191mg,No disponible,"(4,17 €/KILO)"
Bífidus desnatado sabor mango Activia pack 4 x 115 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/184513,https://www.dia.es/product_images/184513/184513_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6g de los cuales azúcares 5.7g Proteínas 4.7g Sal 0.15g Calcio 191mg,No disponible,"(4,35 €/KILO)"
Bífidus desnatado sabor frutas silvestres Activia pack 4 x 115 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/178096,https://www.dia.es/product_images/178096/178096_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6.1g de los cuales azúcares 5.8g Proteínas 4.7g Sal 0.15g Calcio 190mg,No disponible,"(4,35 €/KILO)"
Bífidus cremoso de lima-limón Activia pack 4 x 115 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/178095,https://www.dia.es/product_images/178095/178095_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 3g de las cuales saturadas 1.8g Hidratos de Carbono 12.8g de los cuales azúcares 12.5g Proteínas 3.8g Sal 0.12g Calcio 155mg,No disponible,"(4,35 €/KILO)"
Bífidus desnatado con frutos rojos Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/165504,https://www.dia.es/product_images/165504/165504_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6.1g de los cuales azúcares 5.7g Proteínas 4.4g Sal 0.15g Calcio 170mg,No disponible,"(5,19 €/KILO)"
Bífidus desnatado con piña Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/165503,https://www.dia.es/product_images/165503/165503_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6.9g de los cuales azúcares 6.7g Proteínas 4.4g Sal 0.13g Calcio 160mg,No disponible,"(5,19 €/KILO)"
Bebida láctea natural Danacol pack 6 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/165040,https://www.dia.es/product_images/165040/165040_ISO_0_ES.jpg?imwidth=392,"4,49 €",Grasas 1.1g de las cuales saturadas 0.1g Hidratos de Carbono 4.2g de los cuales azúcares 4g Proteínas 3.2g Sal 0.14g,No disponible,"(7,48 €/KILO)"
Yogur desnatado líquido natural Actimel pack 12 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/151109,https://www.dia.es/product_images/151109/151109_ISO_0_ES.jpg?imwidth=392,"5,99 €",Grasas 0.4g de las cuales saturadas 0.2g Hidratos de Carbono 3.6g de los cuales azúcares 3.5g Proteínas 3g Ácido Fólico 30µg Sal 0.1g Calcio 120mg Hierro 2.1mg Zinc 1.5mg,No disponible,"(4,99 €/KILO)"
Bífidus desnatado con melocotón Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/132567,https://www.dia.es/product_images/132567/132567_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 0.1g de las cuales saturadas 0g Hidratos de Carbono 6.4g de los cuales azúcares 6g Proteínas 4.4g Sal 0.15g Calcio 170mg,No disponible,"(5,19 €/KILO)"
Bífidus con mango Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/132519,https://www.dia.es/product_images/132519/132519_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 2.9g de las cuales saturadas 1.7g Hidratos de Carbono 11.4g de los cuales azúcares 11.1g Proteínas 3.6g Sal 0.1g Calcio 132mg,No disponible,"(5,19 €/KILO)"
Bífidus natural desnatado edulcorado Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/131767,https://www.dia.es/product_images/131767/131767_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 0.4g de las cuales saturadas 0.2g Hidratos de Carbono 7g de los cuales azúcares 7g Proteínas 3.9g Sal 0.15g Calcio 120mg Cloro 100mg,No disponible,"(4,17 €/KILO)"
Yogur líquido de fresa Actimel pack 12 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/131735,https://www.dia.es/product_images/131735/131735_ISO_0_ES.jpg?imwidth=392,"5,99 €",Grasas 1.4g de las cuales saturadas 1g Hidratos de Carbono 10.5g de los cuales azúcares 10g Proteínas 2.8g Sal 0.1g Calcio 120mg,No disponible,"(4,99 €/KILO)"
Bífidus natural desnatado edulcorado Activia vaso 8 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/117866,https://www.dia.es/product_images/117866/117866_ISO_0_ES.jpg?imwidth=392,"3,59 €",Grasas 0.4g de las cuales saturadas 0.2g Hidratos de Carbono 7g de los cuales azúcares 7g Proteínas 3.9g Sal 0.15g Calcio 120mg Cloro 100mg,No disponible,"(3,74 €/KILO)"
Bífidus natural Activia pack 8 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/117865,https://www.dia.es/product_images/117865/117865_ISO_0_ES.jpg?imwidth=392,"3,59 €",Grasas 3.8g de las cuales saturadas 2.3g Hidratos de Carbono 3.9g de los cuales azúcares 3.9g Proteínas 3.3g Sal 0.1g Calcio 120mg Cloro 100mg,No disponible,"(3,74 €/KILO)"
Bebida láctea tropical Danacol pack 6 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/104628,https://www.dia.es/product_images/104628/104628_ISO_0_ES.jpg?imwidth=392,"4,35 €",Grasas 1.1g de las cuales saturadas 0.1g Hidratos de Carbono 4.6g de los cuales azúcares 4.5g Proteínas 3.2g Sal 0.14g,No disponible,"(7,25 €/KILO)"
Yogur líquido de fresa y plátano Actimel pack 6 + 2 x 100 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/100595,https://www.dia.es/product_images/100595/100595_ISO_0_ES.jpg?imwidth=392,"3,79 €",Grasas 1.4g de las cuales saturadas 1g Hidratos de Carbono 10.6g de los cuales azúcares 10g Proteínas 2.8g Sal 0.1g Calcio 120mg Zinc 1.5mg,No disponible,"(6,32 €/KILO)"
Bífidus con fresa Activia pack 4 x 120 g,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/100594,https://www.dia.es/product_images/100594/100594_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 2.8g de las cuales saturadas 1.7g Hidratos de Carbono 11.5g de los cuales azúcares 11.2g Proteínas 3.5g Sal 0.1g Calcio 132mg,No disponible,"(5,19 €/KILO)"
Postre vegetal de soja sabor chocolate Vegedia pack 4 x 100 g,https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/119585,https://www.dia.es/product_images/119585/119585_ISO_0_ES.jpg?imwidth=392,"1,49 €",Grasas 2.1g de las cuales saturadas 0.6g Hidratos de Carbono 18g de los cuales azúcares 16g Proteínas 3.4g Sal 0.11g,No disponible,"(3,73 €/KILO)"
Postre vegetal de soja sabor vainilla Vegedia pack 4 x 100 g,https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/274982,https://www.dia.es/product_images/274982/274982_ISO_0_ES.jpg?imwidth=392,"1,49 €",Grasas 1.6g de las cuales saturadas 0.3g Hidratos de Carbono 14g de los cuales azúcares 10g Proteínas 2.9g Sal 0.13g,No disponible,"(3,73 €/KILO)"
Postre de soja con arándanos Alpro vaso 400 g,https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/274008,https://www.dia.es/product_images/274008/274008_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 2.2g de las cuales saturadas 0.4g de las cuales monoinsaturadas 0.5g de las cuales poliinsaturadas 1.3g Hidratos de Carbono 8.2g de los cuales azúcares 7.9g Fibra alimentaria 1g Proteínas 3.7g Sal 0.15g Calcio 120mg Riboflavinas 0.21mg,No disponible,"(5,73 €/KILO)"
Postre de soja sabor vainilla Alpro vaso 400 g,https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/260027,https://www.dia.es/product_images/260027/260027_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 2.2g de las cuales saturadas 0.4g de las cuales monoinsaturadas 0.5g de las cuales poliinsaturadas 1.3g Hidratos de Carbono 7.4g de los cuales azúcares 7.4g Fibra alimentaria 0.8g Proteínas 3.7g Sal 0.13g Calcio 120mg Riboflavinas 0.21mg,No disponible,"(5,73 €/KILO)"
Postre de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g,https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/248781,https://www.dia.es/product_images/248781/248781_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 2.2g de las cuales saturadas 0.4g de las cuales monoinsaturadas 0.5g de las cuales poliinsaturadas 1.3g Hidratos de Carbono 8.2g de los cuales azúcares 7.9g Fibra alimentaria 1g Proteínas 3.7g Sal 0.15g Calcio 120mg Riboflavinas 0.21mg,No disponible,"(5,18 €/KILO)"
Postre vegetal de coco natural Alpro tarrina 350 g,https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/283428,https://www.dia.es/product_images/283428/283428_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 6.1g de las cuales saturadas 5.7g Hidratos de Carbono 6g de los cuales azúcares 0.6g Fibra alimentaria 0g Proteínas 0.6g Sal 0.07g,No disponible,"(7,40 €/KILO)"
"Postre de soja sabor melocotón, piña y fruta de la pasión Alpro pack 4 x 125 g",https://www.dia.es/yogures-y-postres/yogures-de-soja-y-enriquecidos/p/248784,https://www.dia.es/product_images/248784/248784_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 1.9g de las cuales saturadas 0.3g Hidratos de Carbono 10.1g de los cuales azúcares 9.8g Fibra alimentaria 1g Proteínas 3.6g Sal 0.27g Calcio 120mg Riboflavinas 0.21mg,No disponible,"(5,18 €/KILO)"
Kéfir Dia Láctea vaso 500 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/253810,https://www.dia.es/product_images/253810/253810_ISO_0_ES.jpg?imwidth=392,"1,59 €",Grasas 3.2g de las cuales saturadas 1.9g Hidratos de Carbono 4.1g de los cuales azúcares 4.1g Proteínas 3.1g Sal 0.13g,No disponible,"(3,18 €/KILO)"
Kéfir Pastoret tarrina 500 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/244885,https://www.dia.es/product_images/244885/244885_ISO_0_ES.jpg?imwidth=392,"2,45 €",Grasas 3.8g de las cuales saturadas 2.7g Hidratos de Carbono 3.8g de los cuales azúcares 3.8g Proteínas 3.4g Sal 0.1g,No disponible,"(4,90 €/KILO)"
Postre natural de soja con coco Alpro vaso 400 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/248783,https://www.dia.es/product_images/248783/248783_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 3g de las cuales saturadas 1.1g Hidratos de Carbono 2.3g de los cuales azúcares 2.1g Fibra alimentaria 0.8g Proteínas 3.9g Sal 0.32g Calcio 120mg,No disponible,"(5,73 €/KILO)"
Postre de soja sabor mango Alpro vaso 400 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/278516,https://www.dia.es/product_images/278516/278516_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 2g de las cuales saturadas 0.4g de las cuales monoinsaturadas 0.4g de las cuales poliinsaturadas 1.2g Hidratos de Carbono 5.8g de los cuales azúcares 5.6g Fibra alimentaria 1g Proteínas 3.7g Sal 0.22g Calcio 120mg Riboflavinas 0.21mg Tiamina 0mg,No disponible,"(6,48 €/KILO)"
Yogur de soja sabor frutos rojos Alpro vaso 400 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/278517,https://www.dia.es/product_images/278517/278517_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 2.1g de las cuales saturadas 0.4g de las cuales monoinsaturadas 0.5g de las cuales poliinsaturadas 1.2g Hidratos de Carbono 6.6g de los cuales azúcares 5.7g Fibra alimentaria 1.1g Proteínas 3.7g Sal 0.23g Calcio 120mg Riboflavinas 0.21mg Tiamina 0mg,No disponible,"(6,48 €/KILO)"
Kéfir Activia vaso 345 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/304786,https://www.dia.es/product_images/304786/304786_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 3.5g de las cuales saturadas 2.3g Hidratos de Carbono 4.1g de los cuales azúcares 4.1g Proteínas 3.9g Sal 0.12g,No disponible,"(5,77 €/KILO)"
Kéfir desnatado Pastoret vaso 500 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/280088,https://www.dia.es/product_images/280088/280088_ISO_0_ES.jpg?imwidth=392,"2,45 €",Grasas 0.1g de las cuales saturadas 0.1g Hidratos de Carbono 3.6g de los cuales azúcares 3.6g Proteínas 3.4g Sal 0.1g,No disponible,"(4,90 €/KILO)"
Postre natural con avena Alpro vaso 400 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/248782,https://www.dia.es/product_images/248782/248782_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 2g de las cuales saturadas 0.4g Hidratos de Carbono 3g de los cuales azúcares 1.9g Fibra alimentaria 2.3g Proteínas 3.8g Sal 0.09g Calcio 120mg,No disponible,"(5,73 €/KILO)"
Yogur natural desnatado rico en proteínas Reina vaso 180 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/285683,https://www.dia.es/product_images/285683/285683_ISO_0_ES.jpg?imwidth=392,"0,89 €",Grasas 0.2g de las cuales saturadas 0g Hidratos de Carbono 6.2g de los cuales azúcares 6.2g Proteínas 7g Sal 0.15g,No disponible,"(4,94 €/KILO)"
Kéfir de cabra Suerte Ampanera vaso 420 g,https://www.dia.es/yogures-y-postres/kefir-y-otros-yogures/p/275738,https://www.dia.es/product_images/275738/275738_ISO_0_ES.jpg?imwidth=392,"3,15 €",Grasas 5.5g de las cuales saturadas 3.8g Hidratos de Carbono 3.3g de los cuales azúcares 2.4g Proteínas 4.4g Sal 0.09g,No disponible,"(7,50 €/KILO)"
Preparado de queso quark con fresa alto en proteínas Dia Láctea tarrina 200 g,https://www.dia.es/charcuteria-y-quesos/quesos-fundidos-y-cremas/p/297312,https://www.dia.es/product_images/297312/297312_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 0.4g de las cuales saturadas 0.3g Hidratos de Carbono 3.3g de los cuales azúcares 2.8g Proteínas 12.4g Sal 0.13g,No disponible,"(5,00 €/KILO)"
Mousse de cacao alta en proteínas Dia Láctea vaso 200 g,https://www.dia.es/yogures-y-postres/gelatinas-y-otros-postres/p/292374,https://www.dia.es/product_images/292374/292374_ISO_0_ES.jpg?imwidth=392,"1,29 €",Grasas 1.6g de las cuales saturadas 1.1g Hidratos de Carbono 5g de los cuales azúcares 4g Proteínas 10g Sal 0.1g,No disponible,"(6,45 €/KILO)"
Natillas sabor chocolate rico en proteínas Reina pack 4 x 125 g,https://www.dia.es/yogures-y-postres/natillas-y-flan/p/285680,https://www.dia.es/product_images/285680/285680_ISO_0_ES.jpg?imwidth=392,"2,79 €",Grasas 2.3g de las cuales saturadas 1.5g Hidratos de Carbono 7.6g de los cuales azúcares 4.9g Proteínas 10g Sal 0.18g,No disponible,"(5,58 €/KILO)"
Gelatina sabor frutas alto en proteínas Dia Láctea pack 4 x 100 g,https://www.dia.es/yogures-y-postres/gelatinas-y-otros-postres/p/252356,https://www.dia.es/product_images/252356/252356_ISO_0_ES.jpg?imwidth=392,"1,55 €",Grasas 0g de las cuales saturadas 0g Hidratos de Carbono 0g de los cuales azúcares 0g Proteínas 10g Sal 0g,No disponible,"(3,88 €/KILO)"
Preparado de queso quark con melocotón y maracuyá alto en proteínas Dia Láctea tarrina 200 g,https://www.dia.es/charcuteria-y-quesos/quesos-fundidos-y-cremas/p/297313,https://www.dia.es/product_images/297313/297313_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 0.4g de las cuales saturadas 0.3g Hidratos de Carbono 3.5g de los cuales azúcares 3g Proteínas 12.4g Sal 0.13g,No disponible,"(5,00 €/KILO)"
Natillas con caramelo alta en proteínas Dia Láctea tarrina 150 g,https://www.dia.es/yogures-y-postres/postres-y-yogures-de-proteinas/p/301333,https://www.dia.es/product_images/301333/301333_ISO_0_ES.jpg?imwidth=392,"0,99 €",Grasas 1.4g de las cuales saturadas 0.8g Hidratos de Carbono 9g de los cuales azúcares 7g Proteínas 10g Sal 0.29g,No disponible,"(6,60 €/KILO)"
Yogur desnatado de proteínas sabor stracciatella Danone pack 4 x 105 g,https://www.dia.es/yogures-y-postres/postres-y-yogures-de-proteinas/p/296245,https://www.dia.es/product_images/296245/296245_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 0.5g de las cuales saturadas 0.3g Hidratos de Carbono 4.8g de los cuales azúcares 4.4g Proteínas 6.2g Sal 0.1g,No disponible,"(4,74 €/KILO)"
Postre lácteo natural alto en proteína Dia Láctea vaso 300 g,https://www.dia.es/yogures-y-postres/gelatinas-y-otros-postres/p/292375,https://www.dia.es/product_images/292375/292375_ISO_0_ES.jpg?imwidth=392,"1,09 €",Grasas 0.1g de las cuales saturadas 0.1g Hidratos de Carbono 3.6g de los cuales azúcares 3.6g Proteínas 9.3g Sal 0.1g,No disponible,"(3,63 €/KILO)"
Natilla sabor vainilla alta en proteínas Dia Láctea tarrina 150 g,https://www.dia.es/yogures-y-postres/natillas-y-flan/p/301330,https://www.dia.es/product_images/301330/301330_ISO_0_ES.jpg?imwidth=392,"0,99 €",Grasas 1.5g de las cuales saturadas 0.9g Hidratos de Carbono 6g de los cuales azúcares 3.5g Proteínas 10.5g Sal 0.11g,No disponible,"(6,60 €/KILO)"
Postre sabor arándanos alto con proteínas Yopro pack 4 x 120 g,https://www.dia.es/yogures-y-postres/postres-y-yogures-de-proteinas/p/304834,https://www.dia.es/product_images/304834/304834_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 0.1g de las cuales saturadas 0.1g Hidratos de Carbono 3.7g de los cuales azúcares 3.4g Proteínas 9.4g Sal 0.09g Magnesio 56mg,No disponible,"(6,23 €/KILO)"
Preparado de queso quark con frambuesa alto en proteínas Dia Láctea tarrina 200 g,https://www.dia.es/charcuteria-y-quesos/quesos-fundidos-y-cremas/p/297314,https://www.dia.es/product_images/297314/297314_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 0.4g de las cuales saturadas 0.3g Hidratos de Carbono 3.4g de los cuales azúcares 3g Proteínas 12.6g Sal 0.13g,No disponible,"(5,00 €/KILO)"
Yogur desnatado de proteínas sabor fresa Danone pack 4 x 105 g,https://www.dia.es/yogures-y-postres/postres-y-yogures-de-proteinas/p/296246,https://www.dia.es/product_images/296246/296246_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 0.2g de las cuales saturadas 0.1g Hidratos de Carbono 5g de los cuales azúcares 4.8g Proteínas 6.1g Sal 0.1g,No disponible,"(4,74 €/KILO)"
Natilla de chocolate alta en proteínas Valio tarrina 180 g,https://www.dia.es/yogures-y-postres/natillas-y-flan/p/263438,https://www.dia.es/product_images/263438/263438_ISO_0_ES.jpg?imwidth=392,"1,65 €",Grasas 1.5g de las cuales saturadas 0.3g Hidratos de Carbono 6g de los cuales azúcares 4.1g Proteínas 11g Sal 0.2g,No disponible,"(9,17 €/KILO)"
Flan de huevo rico en proteí­nas Reina pack 2 x 160 g,https://www.dia.es/yogures-y-postres/natillas-y-flan/p/285682,https://www.dia.es/product_images/285682/285682_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 0g de las cuales saturadas 0g Hidratos de Carbono 8.1g de los cuales azúcares 4.2g Proteínas 8g Sal 0.08g,No disponible,"(6,22 €/KILO)"
Mousse de chocolate rico en proteínas Reina pack 2 x 100 g,https://www.dia.es/yogures-y-postres/gelatinas-y-otros-postres/p/285681,https://www.dia.es/product_images/285681/285681_ISO_0_ES.jpg?imwidth=392,"1,95 €",Grasas 2.7g de las cuales saturadas 2.1g Hidratos de Carbono 15g de los cuales azúcares 8.3g Proteínas 10g Sal 0.3g,No disponible,"(9,75 €/KILO)"
Natillas de vainilla alta en proteínas Danone pack 4 x 120 g,https://www.dia.es/yogures-y-postres/natillas-y-flan/p/301461,https://www.dia.es/product_images/301461/301461_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 1.4g de las cuales saturadas 0.8g Hidratos de Carbono 11.9g de los cuales azúcares 7.5g Proteínas 5g Sal 0.25g,No disponible,"(4,77 €/KILO)"
Queso fresco batido rico en proteínas Granja Rinya tarrina 400 g,https://www.dia.es/charcuteria-y-quesos/queso-fresco/p/274204,https://www.dia.es/product_images/274204/274204_ISO_0_ES.jpg?imwidth=392,"1,93 €",Grasas 0.4g de las cuales saturadas 0.3g Hidratos de Carbono 3.4g de los cuales azúcares 3.4g Proteínas 7.1g Sal 0.1g,No disponible,"(4,83 €/KILO)"
Yogur líquido con proteínas sabor fresa Yopro botella 300 g,https://www.dia.es/yogures-y-postres/postres-y-yogures-de-proteinas/p/268862,https://www.dia.es/product_images/268862/268862_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 0.4g de las cuales saturadas 0.2g Hidratos de Carbono 5.4g de los cuales azúcares 5.2g Proteínas 8.3g Sal 0.17g Calcio 173mg,No disponible,"(8,30 €/KILO)"
Yogur líquido con proteínas sabor vainilla Yopro botella 300 g,https://www.dia.es/yogures-y-postres/postres-y-yogures-de-proteinas/p/258515,https://www.dia.es/product_images/258515/258515_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 0.5g de las cuales saturadas 0.2g Hidratos de Carbono 5.3g de los cuales azúcares 5.1g Proteínas 8.3g Sal 0.17g Calcio 173mg,No disponible,"(8,30 €/KILO)"
